customer_id,year_month,active_users,api_calls,logins_per_day,days_since_last_login,features_used_count,support_tickets,engagement_score,churned
CUST_0311,2023-11,3,1165,2.91810272291047,24,4,1,40.3,0
CUST_0312,2023-11,37,22557,1.443092575913092,1,4,4,51.0,0
CUST_0313,2023-11,13,56195,3.0393231632269075,19,7,4,53.0,0
CUST_0314,2023-11,2,977,4.1259005699135285,54,2,3,28.6,0
CUST_0315,2023-11,2,1659,2.7850736797680438,55,8,1,36.5,0
CUST_0316,2023-11,6,7251,3.929066827540725,42,6,4,43.6,0
CUST_0317,2023-11,44,16978,2.1825811410861746,2,4,0,56.0,0
CUST_0318,2023-11,15,9367,3.03182137466001,57,3,4,27.6,0
CUST_0319,2023-11,3,960,2.226801186130642,57,10,3,38.1,0
CUST_0320,2023-11,1,615,2.7334227284304187,40,7,3,39.7,1
CUST_0321,2023-11,6,8999,1.0040473552959506,39,9,0,37.8,0
CUST_0322,2023-11,3,688,3.073481917314403,37,2,1,30.7,0
CUST_0323,2023-11,9,11371,4.89896560253105,45,8,0,53.0,0
CUST_0324,2023-11,3,701,3.871119340068066,59,2,4,25.5,1
CUST_0325,2023-11,11,7050,1.736232678160933,39,6,3,35.2,0
CUST_0326,2023-11,2,1313,4.346529524883872,14,8,1,61.4,0
CUST_0327,2023-11,17,9139,4.499480113638024,26,1,4,43.4,0
CUST_0328,2023-11,2,760,1.0486701413679635,57,7,0,24.5,0
CUST_0329,2023-11,6,16039,0.45504253179910065,23,9,4,41.7,0
CUST_0330,2023-11,3,1136,2.9478845189594494,34,6,0,41.3,0
CUST_0331,2023-11,9,3188,2.484237854035027,22,6,2,45.5,0
CUST_0332,2023-11,11,5065,3.630493793277431,7,9,2,65.5,0
CUST_0333,2023-11,8,9568,1.606681704525971,59,2,3,15.4,0
CUST_0334,2023-11,8,13506,2.0250172844441834,21,4,1,38.4,0
CUST_0335,2023-11,13,1361,1.4664908817845748,15,8,3,49.3,0
CUST_0336,2023-11,12,4933,1.602259918192901,5,5,4,46.4,0
CUST_0337,2023-11,2,1544,0.2445793003838654,38,9,2,33.4,0
CUST_0338,2023-11,11,6738,2.6516264789745834,44,3,3,30.1,0
CUST_0339,2023-11,3,676,2.471142024354427,51,6,0,31.8,0
CUST_0340,2023-11,2,417,1.9081987630138066,57,6,1,26.3,0
CUST_0341,2023-11,1,1217,2.7929136028166868,28,3,2,35.0,0
CUST_0342,2023-11,1,326,2.080449491235762,25,6,1,40.2,0
CUST_0343,2023-11,12,9565,2.2762936907708116,8,1,1,38.5,0
CUST_0344,2023-11,8,11823,0.20952535260114102,18,5,2,33.0,0
CUST_0345,2023-11,14,10285,0.518273830217095,6,2,0,33.6,0
CUST_0346,2023-11,5,10852,0.9233721254520288,47,8,0,31.3,0
CUST_0347,2023-11,3,754,1.0832983190950944,24,7,0,38.7,0
CUST_0348,2023-11,1,1433,2.370524383737428,23,7,1,45.0,0
CUST_0349,2023-11,3,1160,4.399572052118614,38,10,0,56.9,0
CUST_0350,2023-11,2,424,2.14896245971011,46,4,4,27.1,0
CUST_0351,2023-11,1,790,3.2105237507115807,36,2,4,31.3,0
CUST_0352,2023-11,3,1762,0.3238539315027234,33,3,0,21.1,0
CUST_0353,2023-11,11,11458,4.303258255094616,28,10,0,62.6,0
CUST_0354,2023-11,11,12809,0.7430455727986331,33,4,2,27.7,0
CUST_0355,2023-11,69,52178,1.564586800918526,19,3,2,49.5,0
CUST_0356,2023-11,61,140310,4.120331938736674,4,3,3,66.5,0
CUST_0357,2023-11,8,1602,1.4714121195527041,43,1,1,18.9,1
CUST_0358,2023-11,4,1123,1.4383989610232453,35,1,1,21.1,0
CUST_0359,2023-11,11,8739,3.0943331958252167,29,8,2,51.1,0
CUST_0360,2023-11,7,8869,4.535576407209978,58,8,4,45.2,0
CUST_0361,2023-11,2,1410,1.2255166342602053,49,1,3,13.7,0
CUST_0362,2023-11,2,550,3.179927829642158,19,4,2,43.5,1
CUST_0363,2023-11,15,10946,3.0809028738361492,10,2,3,45.0,0
CUST_0364,2023-11,3,1104,3.3657101664120996,20,1,1,36.7,0
CUST_0365,2023-11,10,11010,4.744491779459227,19,2,1,48.3,0
CUST_0366,2023-11,8,15659,0.9962326937357335,5,1,1,32.4,0
CUST_0367,2023-11,4,984,3.340915165391955,44,5,4,36.9,0
CUST_0368,2023-11,4,1179,1.0754242978673376,25,10,2,46.0,0
CUST_0369,2023-11,2,1414,1.7086457875204453,22,6,3,39.9,0
CUST_0370,2023-11,3,698,2.0718153610223413,4,8,2,54.4,0
CUST_0371,2023-11,3,937,4.209876153975428,24,10,1,61.8,0
CUST_0372,2023-11,7,4910,0.4578081437801341,28,8,1,37.4,0
CUST_0373,2023-11,2,1224,3.721531799382121,3,4,2,52.9,0
CUST_0374,2023-11,16,10431,4.580441761217841,26,3,0,48.5,0
CUST_0375,2023-11,2,1294,0.5803608311065276,9,5,0,37.1,0
CUST_0376,2023-11,45,96828,3.9955040776067943,33,8,2,62.4,0
CUST_0377,2023-11,3,781,0.7166827934930762,26,5,1,31.0,0
CUST_0378,2023-11,2,1145,4.82169751134203,57,10,3,50.9,0
CUST_0379,2023-11,50,157627,4.113750621911657,7,7,0,72.5,0
CUST_0380,2023-11,13,12327,3.5359248328902906,51,4,2,34.6,0
CUST_0381,2023-11,1,428,2.840285457578889,51,2,4,23.2,0
CUST_0382,2023-11,8,10754,4.619923943510285,34,9,2,58.4,0
CUST_0383,2023-11,2,1850,0.7715422395818592,27,10,1,43.1,0
CUST_0384,2023-11,2,735,0.7845642248804734,8,2,2,31.1,0
CUST_0385,2023-11,4,805,4.147949662537784,51,2,0,30.5,0
CUST_0386,2023-11,4,216,2.5151354155802554,33,8,0,44.8,1
CUST_0387,2023-11,11,9646,4.256270664038555,58,10,2,49.8,0
CUST_0388,2023-11,2,818,2.0751762681730455,29,6,3,38.8,1
CUST_0389,2023-11,4,1190,2.3689290518657153,16,5,2,43.7,0
CUST_0390,2023-11,8,10044,1.7939776143064314,59,3,3,18.9,0
CUST_0391,2023-11,10,10744,4.763543657028211,32,7,0,55.5,0
CUST_0392,2023-11,3,1221,2.4317602145028037,55,8,4,35.0,0
CUST_0393,2023-11,8,2728,3.8244659478531715,28,9,3,56.9,0
CUST_0394,2023-11,2,1457,3.5403623163017026,48,2,2,28.2,0
CUST_0395,2023-11,6,11659,1.3284173295300188,36,8,1,38.1,0
CUST_0396,2023-11,13,13891,4.587115442005406,12,5,1,58.7,0
CUST_0397,2023-11,20,116694,2.814474033371042,28,1,2,34.9,0
CUST_0398,2023-11,3,1155,4.307869027260503,39,10,0,56.0,0
CUST_0399,2023-11,2,927,4.194501839178061,38,7,0,48.1,0
CUST_0400,2023-11,2,804,0.48161583144360715,54,7,0,22.9,0
CUST_0401,2023-11,1,1348,3.174909414891769,13,10,2,60.7,0
CUST_0402,2023-11,3,1173,3.9871254426216893,7,3,1,50.3,0
CUST_0403,2023-11,44,86229,4.551191707932008,31,3,4,53.2,0
CUST_0404,2023-11,3,1533,2.630219279185649,10,4,1,44.7,0
CUST_0405,2023-11,3,925,3.803420691504966,34,5,0,43.1,0
CUST_0406,2023-11,9,11616,4.8542260646526705,4,5,2,62.3,0
CUST_0407,2023-11,3,540,4.173643651167646,49,5,2,38.7,0
CUST_0408,2023-11,6,8208,4.301231197923524,36,6,4,48.0,0
CUST_0409,2023-11,3,556,2.1549575358719038,44,1,1,20.7,0
CUST_0410,2023-11,1,561,0.6401056228101376,4,7,0,44.3,0
CUST_0411,2023-11,2,921,4.836937045072864,1,4,4,59.3,0
CUST_0412,2023-11,2,786,3.539929091930334,25,5,0,45.3,0
CUST_0413,2023-11,38,138356,1.0215871569065629,29,8,1,47.4,0
CUST_0414,2023-11,3,745,4.874394533270191,12,8,4,65.1,0
CUST_0415,2023-11,5,11941,3.635773197801859,59,5,0,32.3,0
CUST_0416,2023-11,3,703,0.6337679703966848,37,3,3,21.0,0
CUST_0417,2023-11,4,995,1.0199046248134838,48,10,2,36.1,0
CUST_0418,2023-11,65,56110,4.353969866420555,39,8,1,66.6,0
CUST_0419,2023-11,3,1266,4.778395948584346,26,2,2,43.8,0
CUST_0420,2023-11,8,15911,1.9511710928934356,16,9,0,52.6,0
CUST_0421,2023-11,52,53458,2.1836570606907415,50,6,4,43.0,0
CUST_0422,2023-11,11,12312,2.098181828150851,14,10,0,57.4,0
CUST_0423,2023-11,66,163812,4.209709737326192,32,4,3,59.1,0
CUST_0424,2023-11,4,671,2.375629454604574,29,4,3,35.8,0
CUST_0425,2023-11,2,1583,2.0012346449779432,31,3,1,30.1,0
CUST_0426,2023-11,1,1013,3.1849694107316933,49,5,2,33.3,0
CUST_0427,2023-11,11,9543,2.5545582095647537,6,6,0,53.0,0
CUST_0428,2023-11,47,88229,2.7604325360638278,38,10,3,59.6,0
CUST_0429,2023-11,2,888,2.1536631975135583,15,3,4,37.5,0
CUST_0430,2023-11,8,5126,2.4104681239411447,10,9,0,57.4,0
CUST_0431,2023-11,2,767,0.37268159612935503,36,8,1,32.4,0
CUST_0432,2023-11,10,18550,4.643755142893328,52,6,4,44.0,0
CUST_0433,2023-11,4,429,0.34674924136236596,13,5,2,34.8,0
CUST_0434,2023-11,51,107046,3.909499523416858,22,3,1,55.5,0
CUST_0435,2023-11,8,9663,1.6316899148663349,57,3,2,18.9,0
CUST_0436,2023-11,3,939,0.7388205791679077,58,8,2,25.3,0
CUST_0437,2023-11,3,680,3.1265321745322243,30,6,3,43.9,0
CUST_0438,2023-11,3,306,3.5933678398779607,27,10,2,57.5,0
CUST_0439,2023-11,4,1111,3.224967855507135,41,6,4,40.0,0
CUST_0440,2023-11,1,739,2.9652020102011645,4,4,4,48.4,0
CUST_0441,2023-11,29,103430,2.773695413816782,23,3,4,44.0,0
CUST_0442,2023-11,9,7012,2.7970818628690055,50,6,0,35.4,0
CUST_0443,2023-11,14,12043,4.354021257921688,17,1,3,45.7,0
CUST_0444,2023-11,2,974,0.6327375312861016,57,5,3,17.4,0
CUST_0445,2023-11,62,107387,0.9553699897778134,3,7,4,61.4,0
CUST_0446,2023-11,5,12014,4.100724722272802,22,1,0,40.1,0
CUST_0447,2023-11,3,1002,1.6545916819941233,8,10,2,55.7,0
CUST_0448,2023-11,10,6848,3.9034886337948578,50,4,2,36.2,0
CUST_0449,2023-11,7,13425,1.8929405358592097,10,2,2,37.0,0
CUST_0450,2023-11,4,1741,4.641968560841777,34,1,3,37.5,0
CUST_0451,2023-11,3,1148,1.5504016212720477,10,1,2,31.8,0
CUST_0452,2023-11,3,100,2.249102583060693,6,7,0,52.0,0
CUST_0453,2023-11,2,659,0.9624390965665242,16,6,0,38.6,1
CUST_0454,2023-11,26,91527,3.4000857505322286,54,7,2,43.4,0
CUST_0455,2023-11,8,8449,2.1338293002594098,17,1,3,33.1,0
CUST_0456,2023-11,5,3743,4.717780072450979,25,10,1,64.4,0
CUST_0457,2023-11,3,695,0.27559042487561614,46,3,4,15.5,1
CUST_0458,2023-11,3,985,2.0607266240327706,48,7,2,33.5,1
CUST_0459,2023-11,11,10826,0.3134221525230629,25,10,2,43.9,1
CUST_0460,2023-11,10,9918,1.779399329410633,56,10,4,38.0,0
CUST_0461,2023-11,4,645,2.025177152955372,16,9,1,51.9,0
CUST_0462,2023-11,5,5047,1.439054700183456,55,6,2,25.5,0
CUST_0463,2023-11,10,7968,1.4265493485376752,9,8,2,50.9,0
CUST_0464,2023-11,4,799,1.4482857067652146,29,9,1,43.6,0
CUST_0465,2023-11,3,1172,1.478031411132349,14,7,4,44.8,0
CUST_0466,2023-11,8,5153,1.554973586869812,54,9,0,34.8,0
CUST_0467,2023-11,3,1061,4.286230090634657,47,10,2,52.6,0
CUST_0468,2023-11,2,971,0.38745945643553803,46,4,2,18.3,0
CUST_0469,2023-11,3,839,4.946767029930005,25,9,3,62.6,0
CUST_0470,2023-11,3,1149,1.5513111971783753,40,9,1,39.3,0
CUST_0471,2023-11,5,8141,0.3341415469817699,27,2,2,21.7,0
CUST_0472,2023-11,13,14022,1.0407640167503327,52,9,3,34.3,0
CUST_0473,2023-11,3,1283,4.720958109295475,18,3,0,49.3,0
CUST_0474,2023-11,23,72596,4.988112691793782,0,7,1,73.1,0
CUST_0475,2023-11,1,162132,1.3844147263300477,33,3,0,25.9,0
CUST_0476,2023-11,18,20191,1.282156488350793,37,5,3,32.9,0
CUST_0477,2023-11,3,1614,4.213233254562629,23,2,4,42.2,1
CUST_0478,2023-11,4,1553,4.58821719054309,40,10,1,57.3,1
CUST_0479,2023-11,62,56078,3.321733508709595,23,10,4,72.4,0
CUST_0480,2023-11,13,8763,4.691937512402497,17,3,3,52.1,0
CUST_0481,2023-11,3,552,4.760059898590333,0,10,1,74.5,0
CUST_0482,2023-11,3,812,3.84650362464855,9,4,2,51.2,0
CUST_0483,2023-11,1,1547,1.8738000049270584,3,10,3,58.4,0
CUST_0484,2023-11,68,93480,0.9174064279854615,13,6,3,56.0,0
CUST_0485,2023-11,8,1826,2.684828476816788,20,6,0,47.1,0
CUST_0486,2023-11,2,1292,1.5901284473528199,25,3,4,30.5,0
CUST_0487,2023-11,2,1085,0.7688087909155024,37,3,1,21.4,0
CUST_0488,2023-11,12,5244,2.0911829645564306,51,9,1,39.7,0
CUST_0489,2023-11,10,16230,2.502875571047678,4,10,2,63.3,0
CUST_0490,2023-11,3,1277,3.377533529219549,14,2,1,41.8,0
CUST_0491,2023-11,9,8708,1.2614689932571612,23,4,2,34.0,0
CUST_0492,2023-11,70,109826,4.368769689815497,9,5,1,72.9,0
CUST_0493,2023-11,1,1504,1.0901205642526048,34,8,0,36.5,0
CUST_0494,2023-11,10,12295,4.9867028563848095,16,8,3,65.7,0
CUST_0495,2023-11,3,403,2.873019929389949,31,6,1,42.2,1
CUST_0496,2023-11,10,7050,0.9048433377387253,8,2,3,33.7,0
CUST_0497,2023-11,14,2196,4.205089553992928,30,10,4,62.0,0
CUST_0498,2023-11,10,9164,1.4179096370723199,40,10,3,42.9,0
CUST_0499,2023-11,8,2178,1.103902508214897,14,1,4,29.2,0
CUST_0500,2023-11,2,1040,0.8470053013817611,49,7,1,26.8,0
CUST_0501,2023-11,25,132327,2.844294974980758,2,10,0,69.6,0
CUST_0502,2023-11,8,9398,4.420767130844832,39,1,0,35.3,0
CUST_0503,2023-11,1,488,4.506128503674186,34,3,3,41.1,0
CUST_0504,2023-11,9,9786,3.970969204790257,50,9,0,48.7,1
CUST_0505,2023-11,4,10908,2.9909468413097278,53,6,4,33.9,0
CUST_0506,2023-11,3,1364,2.743441714531263,12,8,0,54.5,0
CUST_0507,2023-11,43,72812,1.9941043674399017,21,9,0,59.4,0
CUST_0508,2023-11,67,119960,0.4115187135924373,47,7,0,41.6,0
CUST_0509,2023-11,3,536,4.215626517520553,6,8,2,64.3,0
CUST_0510,2023-11,67,62840,4.99746675910089,57,4,2,52.8,0
CUST_0511,2023-11,3,1499,4.620065610857212,19,5,3,53.4,0
CUST_0512,2023-11,3,1770,4.678585053182526,36,7,1,51.6,0
CUST_0513,2023-11,3,695,1.7994705608267734,25,9,1,46.8,0
CUST_0514,2023-11,37,146066,0.6766680263492502,18,8,4,50.0,0
CUST_0515,2023-11,8,12724,4.38359928388827,29,7,4,54.3,0
CUST_0516,2023-11,3,801,3.8662874004036123,33,4,3,41.3,0
CUST_0517,2023-11,3,964,2.0737954909596366,34,1,2,24.4,0
CUST_0518,2023-11,10,12053,4.20117227536586,27,1,0,39.7,0
CUST_0519,2023-11,3,1246,0.8659312409417521,34,5,2,28.4,0
CUST_0520,2023-11,53,153836,3.325204111574694,33,7,2,58.5,0
CUST_0521,2023-11,7,6263,4.776242651212022,47,8,3,51.0,0
CUST_0522,2023-11,10,13480,4.570007991542564,48,7,2,47.8,0
CUST_0523,2023-11,45,129834,3.852078795984496,58,4,1,41.2,0
CUST_0524,2023-11,2,1591,1.4795973766680817,15,7,2,44.1,0
CUST_0525,2023-11,21,86716,0.6923057199081407,47,6,1,29.1,0
CUST_0526,2023-11,11,14488,1.758733340821855,50,8,4,35.7,0
CUST_0527,2023-11,5,15814,3.1632965061556524,31,9,4,51.6,0
CUST_0528,2023-11,1,1113,1.7192283496857945,16,1,3,29.7,0
CUST_0529,2023-11,56,109249,2.182948919866218,23,2,0,45.2,0
CUST_0530,2023-11,1,999,2.137310126868911,4,8,2,54.3,0
CUST_0531,2023-11,3,1339,1.8119682890627584,11,7,0,47.7,0
CUST_0532,2023-11,2,1449,4.632567567708596,21,7,1,57.4,0
CUST_0533,2023-11,11,12418,1.7357723486205705,11,3,0,39.3,0
CUST_0534,2023-11,5,12630,4.968930930639186,28,7,2,56.9,0
CUST_0535,2023-11,8,7331,1.2048038492965174,57,4,0,19.3,0
CUST_0536,2023-11,61,74169,4.388600058439665,38,10,0,71.2,0
CUST_0537,2023-11,2,512,3.7152182639800864,38,10,0,53.2,0
CUST_0538,2023-11,7,18093,3.4102643380501165,35,2,3,34.2,0
CUST_0539,2023-11,3,843,2.3376715284217355,5,1,0,37.8,0
CUST_0540,2023-11,11,127720,4.1196181792565305,47,8,2,48.7,0
CUST_0541,2023-11,13,6156,2.5626507256628432,7,5,2,50.6,1
CUST_0542,2023-11,6,8051,0.850593554380038,5,10,0,53.7,0
CUST_0543,2023-11,14,5297,1.5463869557284127,54,4,3,23.7,0
CUST_0544,2023-11,3,660,1.075661192523012,29,9,1,41.5,0
CUST_0545,2023-11,2,1030,2.9341443620372534,18,5,0,45.2,0
CUST_0546,2023-11,11,11286,3.3459463566746623,29,10,3,57.4,0
CUST_0547,2023-11,1,1019,1.8124863823738835,24,2,4,29.3,0
CUST_0548,2023-11,2,681,0.38967586382301767,9,9,2,46.2,0
CUST_0549,2023-11,2,924,3.361940534452771,47,10,4,47.7,0
CUST_0550,2023-11,11,13574,0.4974068790238221,1,7,2,47.3,0
CUST_0551,2023-11,2,1457,4.835232791855089,45,9,1,53.4,0
CUST_0552,2023-11,2,1277,4.4589331638896965,42,5,3,42.8,0
CUST_0553,2023-11,8,11357,4.188231726459473,23,7,1,55.8,0
CUST_0554,2023-11,9,8797,1.9642062061740413,55,8,4,34.1,0
CUST_0555,2023-11,2,732,3.775965922343276,27,4,3,43.1,0
CUST_0556,2023-11,3,969,0.42009273065304187,33,8,4,34.1,0
CUST_0557,2023-11,3,1068,0.6302465168557069,56,7,0,23.1,0
CUST_0558,2023-11,3,1404,2.573821531908144,2,3,4,45.3,0
CUST_0559,2023-11,4,755,3.016473719378361,25,8,1,50.7,0
CUST_0560,2023-11,11,5955,3.881363416212219,21,4,1,48.4,0
CUST_0561,2023-11,10,2176,1.629028398488077,31,2,0,27.7,0
CUST_0562,2023-11,12,14313,2.804503779221253,42,9,3,47.0,0
CUST_0563,2023-11,2,951,0.5002043641907802,35,8,4,33.4,0
CUST_0564,2023-11,10,3690,2.4601651815441916,13,4,4,44.4,0
CUST_0565,2023-11,4,769,3.422050150163092,36,3,4,35.6,0
CUST_0566,2023-11,52,71442,4.950279644594164,2,3,3,69.3,0
CUST_0567,2023-11,12,7935,3.886209862950543,27,6,1,51.2,0
CUST_0568,2023-11,4,1248,4.978312275413646,25,2,0,45.5,0
CUST_0569,2023-11,15,5746,2.5899950195911154,39,3,3,32.9,0
CUST_0570,2023-11,1,1333,2.2781710775692976,9,1,0,35.4,0
CUST_0571,2023-11,5,7261,4.204190534956598,43,10,2,54.3,0
CUST_0572,2023-11,1,683,2.419448463800044,25,5,0,39.4,0
CUST_0573,2023-11,1,533,3.829462960935108,39,3,2,35.6,0
CUST_0574,2023-11,101,95823,4.973614691854222,22,7,0,83.2,0
CUST_0575,2023-11,4,1109,3.6780603721529532,6,9,2,64.4,0
CUST_0576,2023-11,8,8326,0.2686537070937655,33,5,4,27.1,0
CUST_0577,2023-11,3,973,1.065360055893056,57,2,3,12.3,0
CUST_0578,2023-11,7,8908,1.5260866210530493,11,2,4,34.8,0
CUST_0579,2023-11,6,13517,4.146250271050026,21,4,1,48.5,0
CUST_0580,2023-11,3,9069,4.67423977747822,51,10,3,52.9,0
CUST_0581,2023-11,1,1024,3.3185486095583943,10,9,4,60.2,0
CUST_0582,2023-11,3,1618,0.6225784185804153,8,2,0,30.5,1
CUST_0583,2023-11,2,2077,2.597717111829827,4,5,3,49.3,0
CUST_0584,2023-11,2,668,4.323403447957416,5,7,0,62.5,0
CUST_0585,2023-11,15,15498,1.938491107866016,6,10,4,60.9,0
CUST_0586,2023-11,55,61066,0.51331377083499,45,4,3,32.4,0
CUST_0587,2023-11,68,128476,3.941987244283801,17,7,4,72.0,0
CUST_0588,2023-11,7,17097,3.354174535878785,14,7,1,55.2,0
CUST_0589,2023-11,13,12438,2.4414624596082457,0,2,4,45.4,0
CUST_0590,2023-11,11,9879,4.279069419692667,47,2,1,34.5,0
CUST_0591,2023-11,1,253,4.27861898242959,14,2,4,45.8,0
CUST_0592,2023-11,50,76835,3.5646054504460802,53,9,3,55.6,0
CUST_0593,2023-11,4,7497,4.723127851397529,8,1,0,48.8,0
CUST_0594,2023-11,9,7202,2.3789313929865386,6,6,3,51.6,0
CUST_0595,2023-11,2,1006,3.698858717277021,43,7,4,43.6,0
CUST_0596,2023-11,3,1106,4.187272515142295,59,9,4,44.6,0
CUST_0597,2023-11,2,100,3.2508531772661287,8,3,4,45.9,1
CUST_0598,2023-11,68,33876,2.8549295166177058,43,9,2,60.7,0
CUST_0599,2023-11,9,14821,3.7135917137520997,10,7,1,59.1,0
CUST_0600,2023-11,3,859,1.9016253678049608,2,5,0,46.9,0
CUST_0601,2023-11,56,75059,1.9588653461699665,12,5,1,56.2,0
CUST_0602,2023-11,2,1129,4.8877439339687125,4,7,4,65.8,0
CUST_0603,2023-11,4,1481,0.7704210433276031,31,10,4,41.9,0
CUST_0604,2023-11,3,316,4.241586863799006,21,6,1,53.2,0
CUST_0605,2023-11,11,4946,3.9859804118411457,53,8,1,45.6,0
CUST_0606,2023-11,42,79643,0.459969380537334,52,10,1,41.0,0
CUST_0607,2023-11,1,1527,3.5768114059591354,49,10,2,47.7,0
CUST_0608,2023-11,50,166028,0.650640492949907,42,9,1,45.6,0
CUST_0609,2023-11,2,1021,1.2104063639407727,25,6,4,36.1,0
CUST_0610,2023-11,37,116625,4.7994281489495725,2,3,0,64.8,0
CUST_0611,2023-11,9,7480,1.9383226310737682,53,9,3,37.3,0
CUST_0612,2023-11,6,9632,0.4726487228311084,40,2,1,17.2,0
CUST_0613,2023-11,4,1005,2.701750950834976,57,5,1,28.2,0
CUST_0614,2023-11,64,53479,1.190784417659281,7,10,1,68.9,0
CUST_0615,2023-11,6,11202,2.246380137543173,23,4,0,38.1,0
CUST_0616,2023-11,3,1306,0.6879582518246625,39,2,1,17.9,0
CUST_0617,2023-11,4,12562,0.6606506701755451,12,6,1,39.3,0
CUST_0618,2023-11,2,619,2.6198863998382405,10,10,1,59.4,0
CUST_0619,2023-11,46,75387,1.8122109289680624,37,7,0,47.5,0
CUST_0620,2023-11,2,817,0.9452975368148344,44,2,3,16.9,0
CUST_0621,2023-11,7,11178,2.9857809505775066,59,3,4,24.6,0
CUST_0622,2023-11,10,10855,0.49852219192232355,42,5,0,25.0,0
CUST_0623,2023-11,2,1467,3.8131464146688154,13,9,1,61.6,0
CUST_0624,2023-11,3,1073,0.4464230162393534,45,7,2,26.7,0
CUST_0625,2023-11,4,1509,4.857781034445558,50,3,0,36.9,1
CUST_0626,2023-11,3,1510,3.7309986526251193,4,10,1,67.7,0
CUST_0627,2023-11,4,763,4.506620876595963,46,4,1,39.4,0
CUST_0628,2023-11,7,10418,2.3117555996505583,12,7,4,50.8,0
CUST_0629,2023-11,2,927,0.47878899084991267,23,1,0,20.8,0
CUST_0630,2023-11,3,1218,1.3013125098371034,15,4,0,36.0,0
CUST_0631,2023-11,9,12168,4.86125583327205,28,1,4,42.4,1
CUST_0632,2023-11,3,1211,3.1706795947215407,18,5,2,46.6,0
CUST_0633,2023-11,34,97820,1.2937839815580865,16,2,2,38.2,0
CUST_0634,2023-11,75,105857,2.5175244130324073,59,9,3,54.1,0
CUST_0635,2023-11,7,17214,1.7237185343194057,30,3,3,30.4,0
CUST_0636,2023-11,10,8298,2.5506451739971756,47,5,4,33.1,0
CUST_0637,2023-11,39,80847,4.215795941550353,28,8,0,64.1,0
CUST_0638,2023-11,1,717,1.2682663559747862,31,8,1,38.7,0
CUST_0639,2023-11,3,1260,2.1156225587374298,45,9,2,40.1,0
CUST_0640,2023-11,4,1167,2.3412319250866194,16,3,0,38.5,0
CUST_0641,2023-11,7,10333,3.017856469279782,6,3,3,46.8,1
CUST_0642,2023-11,2,799,0.5730968363354497,37,4,2,22.9,0
CUST_0643,2023-11,8,11019,1.1936556137742607,4,6,1,46.3,0
CUST_0644,2023-11,44,123135,2.109596890160719,23,7,3,54.4,0
CUST_0645,2023-11,56,58177,4.084835435498839,55,1,1,38.9,0
CUST_0646,2023-11,4,12485,1.0968420553895184,58,2,3,12.3,0
CUST_0647,2023-11,4,505,4.431314194540431,32,3,1,42.3,0
CUST_0648,2023-11,14,17684,1.8279872456812765,47,1,2,20.5,0
CUST_0649,2023-11,11,9438,1.4184288694438962,22,3,4,33.1,0
CUST_0650,2023-11,2,1519,2.165035030764829,13,4,1,40.9,1
CUST_0651,2023-11,3,975,2.857797159953346,58,6,2,30.9,1
CUST_0652,2023-11,42,152830,3.7230759393099437,33,5,0,52.8,0
CUST_0653,2023-11,10,16148,2.4893217350926613,3,6,0,53.7,1
CUST_0654,2023-11,9,11978,4.126414255829671,0,9,3,70.4,0
CUST_0655,2023-11,31,64343,4.129965981829734,1,1,4,55.4,0
CUST_0656,2023-11,15,6689,0.2083517565799632,28,3,3,25.6,0
CUST_0657,2023-11,6,11355,3.99959886238784,57,8,1,42.7,0
CUST_0658,2023-11,3,1050,2.3252171291390593,8,9,4,56.5,1
CUST_0659,2023-11,3,1370,4.842018671279146,27,2,1,43.7,0
CUST_0660,2023-11,3,949,4.137087120951186,32,10,2,58.1,0
CUST_0661,2023-11,10,11837,2.0432342930918717,22,5,4,41.0,1
CUST_0662,2023-11,10,10070,3.2462376411695026,19,3,0,43.3,0
CUST_0663,2023-11,55,117164,1.1323701190872992,54,10,2,46.8,0
CUST_0664,2023-11,2,1139,1.5936773677307015,30,2,2,26.0,0
CUST_0665,2023-11,6,13204,1.1701060691208014,47,9,1,35.3,0
CUST_0666,2023-11,13,11562,3.805550303668943,45,5,3,41.0,0
CUST_0667,2023-11,11,15701,0.2394368912217086,54,9,1,28.9,0
CUST_0668,2023-11,9,17857,2.15491090980003,58,1,2,16.3,0
CUST_0669,2023-11,4,1436,4.22031679177173,44,4,4,38.8,0
CUST_0670,2023-11,11,9749,3.603584131429656,25,1,0,37.8,0
CUST_0671,2023-11,3,1343,2.22442117916961,30,5,2,36.9,0
CUST_0672,2023-11,4,1315,3.2386080733755875,31,5,3,41.8,0
CUST_0673,2023-11,3,751,2.2726299020708547,50,7,3,33.8,1
CUST_0674,2023-11,8,17842,4.251236076678246,46,7,4,46.6,0
CUST_0675,2023-11,43,149101,2.948487695640284,49,8,3,50.0,0
CUST_0676,2023-11,3,9434,3.2365670748073616,34,6,4,42.8,0
CUST_0677,2023-11,6,10278,4.945381919483061,14,10,3,70.4,0
CUST_0678,2023-11,12,5453,3.896515038399248,14,3,1,49.1,0
CUST_0679,2023-11,7,10187,1.5726055748821637,36,9,0,42.1,0
CUST_0680,2023-11,2,1200,3.9102758086840215,44,5,0,39.2,0
CUST_0681,2023-11,3,936,4.656736392168191,55,9,2,48.6,0
CUST_0682,2023-11,3,555,1.6163661312622386,58,5,2,22.2,0
CUST_0683,2023-11,3,1243,4.123036884892968,24,3,1,43.9,0
